Crop,Variety,State,Season,Year,Quantity,Production,Unit,Cost,Recommended_Zone
Groundnut,High Yield,Maharashtra,Rabi,2011,14.12,15.59,Tons,24848.57,Maharashtra
Jute,High Yield,Andhra Pradesh,Zaid,2005,15.15,15.94,Tons,35371.24,Andhra Pradesh
Sugarcane,Hybrid,Maharashtra,Kharif,2013,69.74,71.08,Tons,112270.95,Maharashtra
Sugarcane,Standard,Gujarat,Zaid,2005,54.71,49.1,Tons,129372.11,Gujarat
Wheat,High Yield,Andhra Pradesh,Zaid,2009,27.11,30.2,Tons,53127.66,Andhra Pradesh
Rice,High Yield,Madhya Pradesh,Kharif,2008,40.78,33.87,Tons,94162.22,Madhya Pradesh
Rice,Hybrid,Rajasthan,Rabi,2010,41.91,44.21,Tons,82201.15,Rajasthan
Wheat,Hybrid,Andhra Pradesh,Zaid,2006,25.71,25.2,Tons,61422.89,Andhra Pradesh
Cotton,High Yield,Karnataka,Kharif,2007,9.85,10.82,Tons,15155.02,Karnataka
Rice,High Yield,Uttar Pradesh,Zaid,2008,43.66,41.1,Tons,97687.15,Uttar Pradesh
Soybean,Organic,Gujarat,Zaid,2003,9.55,9.21,Tons,17712.52,Gujarat
Sugarcane,Organic,Haryana,Rabi,2006,84.19,77.3,Tons,207757.31,Haryana
Pulses,Organic,Madhya Pradesh,Kharif,2002,6.56,6.87,Tons,10643.24,Madhya Pradesh
Oilseeds,Organic,Madhya Pradesh,Kharif,2010,9.32,10.43,Tons,22996.25,Madhya Pradesh
Pulses,High Yield,Maharashtra,Rabi,2013,9.91,10.37,Tons,20024.97,Maharashtra
Wheat,Hybrid,Rajasthan,Zaid,2001,24.5,23.29,Tons,39083.39,Rajasthan
Jute,Hybrid,Madhya Pradesh,Rabi,2006,18.26,16.05,Tons,29608.15,Madhya Pradesh
Rice,Standard,Andhra Pradesh,Kharif,2003,43.79,49.86,Tons,103407.61,Andhra Pradesh
Oilseeds,Standard,Maharashtra,Kharif,2013,11.86,12.94,Tons,27771.28,Maharashtra
Groundnut,Standard,Tamil Nadu,Zaid,2006,14.43,11.79,Tons,35176.51,Tamil Nadu
Wheat,Organic,Maharashtra,Kharif,2005,30.71,30.57,Tons,75715.58,Maharashtra
Groundnut,Organic,Andhra Pradesh,Kharif,2006,16.16,16.89,Tons,36257.84,Andhra Pradesh
Maize,Standard,Uttar Pradesh,Zaid,2013,26.69,29.48,Tons,57013.18,Uttar Pradesh
Pulses,High Yield,Rajasthan,Rabi,2008,8.02,7.31,Tons,19104.96,Rajasthan
Cotton,High Yield,Rajasthan,Rabi,2011,11.41,11.93,Tons,25469.11,Rajasthan
Wheat,Hybrid,Madhya Pradesh,Kharif,2009,31.73,36.04,Tons,74499.57,Madhya Pradesh
Rice,High Yield,Madhya Pradesh,Rabi,2005,41.72,47.43,Tons,94129.42,Madhya Pradesh
Maize,Standard,Andhra Pradesh,Zaid,2005,19.21,20.92,Tons,37432.53,Andhra Pradesh
Pulses,High Yield,Haryana,Zaid,2010,8.39,7.31,Tons,12602.73,Haryana
Jute,Hybrid,Haryana,Rabi,2004,29.93,30.98,Tons,47673.63,Haryana
Soybean,Organic,Uttar Pradesh,Kharif,2010,12.73,12.66,Tons,19768.12,Uttar Pradesh
Wheat,Hybrid,Uttar Pradesh,Zaid,2012,31.81,27.34,Tons,67955.03,Uttar Pradesh
Pulses,Organic,Rajasthan,Rabi,2005,8.21,7.79,Tons,16585.81,Rajasthan
Groundnut,Standard,Punjab,Zaid,2001,15.0,16.81,Tons,23435.41,Punjab
Oilseeds,High Yield,Haryana,Kharif,2001,15.62,13.61,Tons,31178.1,Haryana
Maize,Hybrid,Tamil Nadu,Kharif,2010,23.91,28.5,Tons,49388.59,Tamil Nadu
Cotton,Standard,Punjab,Rabi,2014,15.99,14.7,Tons,32272.65,Punjab
Sugarcane,Standard,Uttar Pradesh,Rabi,2003,84.79,83.49,Tons,159147.32,Uttar Pradesh
Soybean,Hybrid,Punjab,Kharif,2010,12.93,10.76,Tons,21126.74,Punjab
Groundnut,High Yield,Tamil Nadu,Rabi,2003,18.78,15.46,Tons,28304.13,Tamil Nadu
Oilseeds,High Yield,Gujarat,Kharif,2004,11.49,10.49,Tons,17895.34,Gujarat
Groundnut,Standard,Uttar Pradesh,Zaid,2012,13.32,14.7,Tons,23598.9,Uttar Pradesh
Jute,Hybrid,Madhya Pradesh,Kharif,2006,16.14,13.22,Tons,37989.37,Madhya Pradesh
Wheat,High Yield,Rajasthan,Zaid,2009,24.03,22.56,Tons,45926.46,Rajasthan
Wheat,Hybrid,Andhra Pradesh,Zaid,2004,28.51,23.4,Tons,69462.63,Andhra Pradesh
Pulses,High Yield,Madhya Pradesh,Kharif,2010,6.67,5.87,Tons,14377.19,Madhya Pradesh
Pulses,High Yield,Punjab,Zaid,2003,9.44,8.24,Tons,23281.48,Punjab
Rice,Organic,Maharashtra,Kharif,2004,37.01,37.92,Tons,87000.06,Maharashtra
Rice,Standard,Andhra Pradesh,Kharif,2013,38.85,43.38,Tons,79348.28,Andhra Pradesh
Rice,Standard,Punjab,Rabi,2006,56.48,48.93,Tons,112104.46,Punjab
Wheat,Standard,Haryana,Kharif,2002,43.26,45.87,Tons,82693.67,Haryana
Maize,Standard,Andhra Pradesh,Zaid,2008,21.84,17.92,Tons,42786.71,Andhra Pradesh
Rice,Standard,Tamil Nadu,Kharif,2004,39.86,40.17,Tons,89955.72,Tamil Nadu
Pulses,Hybrid,Andhra Pradesh,Kharif,2006,8.89,8.72,Tons,15456.83,Andhra Pradesh
Jute,High Yield,Rajasthan,Kharif,2002,14.93,13.63,Tons,27526.21,Rajasthan
Jute,Organic,Gujarat,Zaid,2006,18.43,17.55,Tons,42791.25,Gujarat
Cotton,Hybrid,Karnataka,Zaid,2011,8.26,7.79,Tons,13171.32,Karnataka
Oilseeds,Hybrid,Gujarat,Kharif,2005,14.38,16.77,Tons,27263.56,Gujarat
Pulses,Hybrid,Maharashtra,Rabi,2012,8.95,9.36,Tons,14915.41,Maharashtra
Cotton,Standard,Maharashtra,Zaid,2008,8.57,7.48,Tons,14578.19,Maharashtra
Sugarcane,Standard,Karnataka,Rabi,2006,64.01,71.78,Tons,152496.37,Karnataka
Groundnut,Organic,Punjab,Zaid,2013,13.83,12.85,Tons,30780.97,Punjab
Maize,Organic,Rajasthan,Zaid,2011,15.11,12.65,Tons,33048.09,Rajasthan
Soybean,Standard,Madhya Pradesh,Rabi,2010,9.54,8.92,Tons,23598.54,Madhya Pradesh
Oilseeds,Standard,Gujarat,Rabi,2002,15.44,15.26,Tons,28005.98,Gujarat
Oilseeds,Organic,Karnataka,Rabi,2006,13.97,12.54,Tons,28293.08,Karnataka
Pulses,High Yield,Rajasthan,Rabi,2001,7.3,8.0,Tons,17560.92,Rajasthan
Wheat,Organic,Rajasthan,Zaid,2009,24.66,28.03,Tons,45685.92,Rajasthan
Cotton,Standard,Punjab,Kharif,2002,14.73,15.8,Tons,22156.98,Punjab
Maize,Organic,Madhya Pradesh,Kharif,2008,21.01,22.64,Tons,45022.19,Madhya Pradesh
Oilseeds,Organic,Haryana,Zaid,2005,12.95,14.29,Tons,24707.53,Haryana
Soybean,Organic,Punjab,Zaid,2009,9.02,9.57,Tons,21648.09,Punjab
Maize,Standard,Tamil Nadu,Zaid,2011,20.67,23.68,Tons,40513.65,Tamil Nadu
Pulses,Organic,Uttar Pradesh,Zaid,2014,6.78,5.54,Tons,13040.84,Uttar Pradesh
Pulses,Standard,Rajasthan,Rabi,2007,8.28,9.65,Tons,14846.95,Rajasthan
Jute,Hybrid,Uttar Pradesh,Kharif,2012,27.47,28.12,Tons,58271.11,Uttar Pradesh
Groundnut,Standard,Madhya Pradesh,Zaid,2004,9.89,8.18,Tons,16020.61,Madhya Pradesh
Rice,Hybrid,Madhya Pradesh,Kharif,2008,33.85,31.11,Tons,71037.09,Madhya Pradesh
Oilseeds,Hybrid,Gujarat,Zaid,2004,11.68,12.11,Tons,25311.23,Gujarat
Oilseeds,Hybrid,Andhra Pradesh,Zaid,2007,8.85,7.2,Tons,20306.53,Andhra Pradesh
Cotton,High Yield,Maharashtra,Kharif,2005,11.11,11.06,Tons,19108.79,Maharashtra
Sugarcane,Hybrid,Madhya Pradesh,Kharif,2009,69.97,82.72,Tons,109474.29,Madhya Pradesh
Pulses,Hybrid,Tamil Nadu,Zaid,2008,7.55,6.45,Tons,14827.39,Tamil Nadu
Cotton,Hybrid,Rajasthan,Kharif,2006,11.57,12.91,Tons,22508.85,Rajasthan
Cotton,Hybrid,Gujarat,Zaid,2007,9.31,9.26,Tons,17537.61,Gujarat
Maize,Organic,Maharashtra,Rabi,2011,31.49,30.32,Tons,55707.49,Maharashtra
Maize,High Yield,Madhya Pradesh,Rabi,2001,24.55,21.01,Tons,37939.13,Madhya Pradesh
Jute,High Yield,Punjab,Kharif,2013,25.86,27.01,Tons,43860.95,Punjab
Soybean,High Yield,Andhra Pradesh,Kharif,2013,8.52,7.56,Tons,12840.05,Andhra Pradesh
Soybean,High Yield,Punjab,Rabi,2007,14.04,13.46,Tons,24121.57,Punjab
Maize,High Yield,Madhya Pradesh,Kharif,2008,21.05,21.31,Tons,48788.5,Madhya Pradesh
Groundnut,High Yield,Tamil Nadu,Kharif,2007,16.58,16.25,Tons,25611.91,Tamil Nadu
Rice,Hybrid,Andhra Pradesh,Zaid,2012,35.91,37.46,Tons,79512.7,Andhra Pradesh
Rice,Standard,Rajasthan,Zaid,2012,29.01,23.23,Tons,68539.06,Rajasthan
Groundnut,Standard,Punjab,Zaid,2004,14.46,16.2,Tons,31313.0,Punjab
Soybean,Organic,Maharashtra,Kharif,2003,9.76,8.08,Tons,21964.39,Maharashtra
Jute,Organic,Uttar Pradesh,Zaid,2009,18.7,19.79,Tons,40125.58,Uttar Pradesh
Cotton,Organic,Rajasthan,Rabi,2002,12.61,14.5,Tons,26641.93,Rajasthan
Soybean,Standard,Haryana,Zaid,2005,10.09,12.07,Tons,23499.73,Haryana
Wheat,Hybrid,Punjab,Kharif,2014,42.7,44.02,Tons,84806.8,Punjab
Jute,High Yield,Karnataka,Kharif,2014,17.38,19.58,Tons,34182.58,Karnataka
Maize,Standard,Karnataka,Rabi,2011,25.37,25.8,Tons,40026.92,Karnataka
Maize,Hybrid,Rajasthan,Rabi,2012,25.47,29.11,Tons,59146.04,Rajasthan
Oilseeds,Organic,Tamil Nadu,Zaid,2010,10.39,11.17,Tons,22906.44,Tamil Nadu
Groundnut,Hybrid,Maharashtra,Kharif,2007,12.95,15.27,Tons,29295.09,Maharashtra
Cotton,Organic,Rajasthan,Rabi,2012,10.68,10.3,Tons,16791.34,Rajasthan
Rice,Hybrid,Punjab,Rabi,2005,54.88,65.59,Tons,94271.81,Punjab
Rice,Standard,Gujarat,Kharif,2013,43.81,43.91,Tons,66921.05,Gujarat
Soybean,Standard,Rajasthan,Zaid,2014,7.67,7.35,Tons,14678.28,Rajasthan
Maize,High Yield,Karnataka,Rabi,2010,28.75,27.31,Tons,53782.01,Karnataka
Cotton,Standard,Tamil Nadu,Rabi,2004,15.22,13.93,Tons,37802.83,Tamil Nadu
Soybean,Hybrid,Punjab,Kharif,2006,14.87,15.06,Tons,29415.85,Punjab
Maize,Organic,Karnataka,Zaid,2007,18.18,19.7,Tons,42302.1,Karnataka
Jute,Organic,Punjab,Kharif,2014,24.21,24.77,Tons,59706.86,Punjab
Cotton,High Yield,Punjab,Zaid,2008,12.27,12.22,Tons,26089.96,Punjab
Cotton,Standard,Punjab,Zaid,2012,12.94,13.57,Tons,26781.95,Punjab
Sugarcane,Hybrid,Tamil Nadu,Kharif,2008,81.27,94.5,Tons,179687.22,Tamil Nadu
Sugarcane,High Yield,Maharashtra,Zaid,2006,55.3,60.74,Tons,85053.82,Maharashtra
Groundnut,Hybrid,Karnataka,Kharif,2008,14.11,16.76,Tons,21648.17,Karnataka
Cotton,Hybrid,Uttar Pradesh,Rabi,2012,17.05,15.7,Tons,33962.35,Uttar Pradesh
Soybean,Standard,Haryana,Zaid,2001,10.79,10.83,Tons,20347.08,Haryana
Oilseeds,Organic,Uttar Pradesh,Rabi,2001,17.71,17.31,Tons,34649.07,Uttar Pradesh
Soybean,Hybrid,Tamil Nadu,Kharif,2003,12.06,9.67,Tons,18811.57,Tamil Nadu
Rice,Organic,Punjab,Kharif,2008,49.07,39.86,Tons,86161.57,Punjab
Groundnut,Standard,Maharashtra,Rabi,2013,17.6,15.03,Tons,38593.83,Maharashtra
Sugarcane,Organic,Maharashtra,Kharif,2008,63.92,51.37,Tons,157091.88,Maharashtra
Cotton,Hybrid,Maharashtra,Rabi,2001,12.39,13.57,Tons,18757.36,Maharashtra
Oilseeds,High Yield,Karnataka,Kharif,2005,12.27,13.04,Tons,27832.25,Karnataka
Rice,Organic,Gujarat,Zaid,2002,30.86,25.64,Tons,61329.58,Gujarat
Soybean,Hybrid,Haryana,Zaid,2003,8.83,10.41,Tons,20388.63,Haryana
Wheat,Hybrid,Uttar Pradesh,Zaid,2006,35.43,40.28,Tons,57149.44,Uttar Pradesh
Maize,High Yield,Maharashtra,Rabi,2010,28.88,33.07,Tons,49411.02,Maharashtra
Cotton,Hybrid,Andhra Pradesh,Zaid,2014,9.33,8.66,Tons,22441.07,Andhra Pradesh
Sugarcane,High Yield,Tamil Nadu,Kharif,2001,67.31,59.63,Tons,103231.26,Tamil Nadu
Cotton,Organic,Madhya Pradesh,Kharif,2006,12.06,11.81,Tons,24155.7,Madhya Pradesh
Jute,Hybrid,Gujarat,Rabi,2004,25.53,27.71,Tons,44464.2,Gujarat
Soybean,Standard,Karnataka,Zaid,2006,7.65,8.49,Tons,12561.41,Karnataka
Wheat,Standard,Tamil Nadu,Zaid,2014,26.17,21.51,Tons,55731.3,Tamil Nadu
Rice,Standard,Madhya Pradesh,Zaid,2001,31.25,32.41,Tons,69209.47,Madhya Pradesh
Rice,High Yield,Tamil Nadu,Rabi,2008,43.99,36.65,Tons,107349.32,Tamil Nadu
Oilseeds,High Yield,Punjab,Zaid,2003,13.76,15.35,Tons,24957.31,Punjab
Cotton,Hybrid,Uttar Pradesh,Kharif,2006,16.28,13.78,Tons,35421.95,Uttar Pradesh
Groundnut,Hybrid,Rajasthan,Kharif,2001,13.26,10.63,Tons,29217.91,Rajasthan
Groundnut,High Yield,Karnataka,Kharif,2011,12.89,10.98,Tons,22931.2,Karnataka
Soybean,High Yield,Madhya Pradesh,Rabi,2009,9.83,11.79,Tons,20974.07,Madhya Pradesh
Rice,Hybrid,Karnataka,Rabi,2007,46.39,39.17,Tons,91659.98,Karnataka
Cotton,High Yield,Madhya Pradesh,Zaid,2009,8.42,9.6,Tons,19561.07,Madhya Pradesh
Oilseeds,Standard,Madhya Pradesh,Rabi,2011,13.23,14.18,Tons,22707.62,Madhya Pradesh
Wheat,Standard,Madhya Pradesh,Zaid,2004,26.99,22.16,Tons,66795.3,Madhya Pradesh
Pulses,Hybrid,Haryana,Rabi,2001,9.63,10.27,Tons,14861.67,Haryana
Rice,High Yield,Haryana,Rabi,2010,51.17,41.23,Tons,119495.5,Haryana
Sugarcane,High Yield,Haryana,Rabi,2006,85.4,85.16,Tons,163432.05,Haryana
Maize,Hybrid,Punjab,Rabi,2004,38.16,31.17,Tons,90734.78,Punjab
Jute,Organic,Haryana,Kharif,2004,27.05,27.29,Tons,61493.74,Haryana
Jute,Organic,Haryana,Kharif,2010,24.12,21.05,Tons,45048.53,Haryana
Groundnut,Organic,Karnataka,Kharif,2001,14.33,13.59,Tons,26477.26,Karnataka
Sugarcane,Hybrid,Gujarat,Kharif,2007,85.02,98.57,Tons,129531.63,Gujarat
Rice,Hybrid,Tamil Nadu,Kharif,2008,38.31,44.43,Tons,63299.68,Tamil Nadu
Oilseeds,High Yield,Maharashtra,Rabi,2012,14.18,11.67,Tons,27988.39,Maharashtra
Jute,High Yield,Andhra Pradesh,Kharif,2007,20.18,21.35,Tons,43415.84,Andhra Pradesh
Maize,Standard,Madhya Pradesh,Kharif,2011,20.45,21.45,Tons,33549.29,Madhya Pradesh
Jute,High Yield,Uttar Pradesh,Zaid,2013,19.36,16.75,Tons,46581.2,Uttar Pradesh
Rice,Standard,Punjab,Zaid,2004,38.99,45.07,Tons,76800.97,Punjab
Oilseeds,Standard,Maharashtra,Rabi,2001,11.25,11.02,Tons,23975.11,Maharashtra
Maize,Organic,Punjab,Rabi,2006,38.55,45.47,Tons,71482.34,Punjab
Sugarcane,Standard,Haryana,Rabi,2014,103.78,90.51,Tons,212427.53,Haryana
Cotton,Hybrid,Haryana,Kharif,2008,16.79,14.35,Tons,36506.31,Haryana
Wheat,Organic,Haryana,Kharif,2004,43.73,51.65,Tons,83372.85,Haryana
Oilseeds,Organic,Karnataka,Kharif,2002,10.29,8.29,Tons,17640.47,Karnataka
Maize,Organic,Gujarat,Zaid,2013,21.04,20.16,Tons,46259.66,Gujarat
Wheat,High Yield,Maharashtra,Zaid,2008,30.98,28.62,Tons,70409.99,Maharashtra
Rice,Hybrid,Tamil Nadu,Kharif,2011,42.82,42.8,Tons,97271.23,Tamil Nadu
Oilseeds,High Yield,Karnataka,Rabi,2004,12.08,13.55,Tons,24782.34,Karnataka
Sugarcane,Hybrid,Andhra Pradesh,Rabi,2012,85.04,71.28,Tons,189541.87,Andhra Pradesh
Sugarcane,Hybrid,Madhya Pradesh,Kharif,2003,66.07,60.49,Tons,106934.47,Madhya Pradesh
Pulses,Organic,Tamil Nadu,Zaid,2002,6.71,6.66,Tons,13503.87,Tamil Nadu
Cotton,Organic,Gujarat,Kharif,2014,11.45,10.42,Tons,22260.07,Gujarat
Rice,High Yield,Maharashtra,Kharif,2004,40.77,43.32,Tons,75772.18,Maharashtra
Wheat,High Yield,Punjab,Rabi,2010,57.17,64.94,Tons,87332.39,Punjab
Oilseeds,High Yield,Madhya Pradesh,Kharif,2010,9.75,8.9,Tons,23070.61,Madhya Pradesh
Soybean,Organic,Karnataka,Zaid,2008,7.43,8.44,Tons,13578.29,Karnataka
Groundnut,Hybrid,Tamil Nadu,Zaid,2010,12.23,13.81,Tons,27667.77,Tamil Nadu
Soybean,Hybrid,Maharashtra,Kharif,2013,9.06,10.34,Tons,16591.06,Maharashtra
Oilseeds,High Yield,Gujarat,Rabi,2003,14.35,16.22,Tons,22882.26,Gujarat
Soybean,Hybrid,Maharashtra,Kharif,2008,10.46,12.04,Tons,17282.21,Maharashtra
Groundnut,High Yield,Karnataka,Zaid,2013,11.03,11.17,Tons,22575.18,Karnataka
Oilseeds,High Yield,Haryana,Rabi,2005,18.84,17.37,Tons,32523.2,Haryana
Soybean,Organic,Uttar Pradesh,Zaid,2006,8.71,9.52,Tons,15766.6,Uttar Pradesh
Soybean,Organic,Madhya Pradesh,Kharif,2013,9.3,10.48,Tons,22273.6,Madhya Pradesh
Cotton,Organic,Madhya Pradesh,Rabi,2011,12.97,14.29,Tons,32236.21,Madhya Pradesh
Sugarcane,High Yield,Haryana,Kharif,2008,84.37,92.93,Tons,161520.18,Haryana
Wheat,Hybrid,Madhya Pradesh,Kharif,2011,27.18,28.28,Tons,47974.31,Madhya Pradesh
Soybean,High Yield,Madhya Pradesh,Zaid,2005,6.34,6.36,Tons,12770.73,Madhya Pradesh
Soybean,Standard,Punjab,Kharif,2008,13.77,13.56,Tons,30489.32,Punjab
Rice,High Yield,Tamil Nadu,Rabi,2007,51.21,57.5,Tons,90855.59,Tamil Nadu
Oilseeds,Hybrid,Haryana,Rabi,2004,14.8,16.37,Tons,23965.44,Haryana
Groundnut,Standard,Punjab,Kharif,2003,17.53,19.17,Tons,40074.34,Punjab
Wheat,Hybrid,Punjab,Zaid,2011,32.3,33.8,Tons,74206.78,Punjab
Wheat,Organic,Tamil Nadu,Zaid,2013,31.22,31.73,Tons,63507.75,Tamil Nadu
Sugarcane,Hybrid,Punjab,Kharif,2011,100.9,113.01,Tons,169437.03,Punjab
Cotton,Standard,Uttar Pradesh,Zaid,2011,12.59,13.22,Tons,27404.21,Uttar Pradesh
Wheat,High Yield,Andhra Pradesh,Rabi,2003,41.93,44.02,Tons,73391.29,Andhra Pradesh
Cotton,Organic,Maharashtra,Zaid,2003,8.2,6.73,Tons,17816.12,Maharashtra
Rice,Organic,Karnataka,Zaid,2005,29.59,28.77,Tons,72061.95,Karnataka
Sugarcane,Standard,Haryana,Zaid,2001,61.26,65.61,Tons,112322.15,Haryana
Wheat,Hybrid,Tamil Nadu,Kharif,2013,38.64,33.99,Tons,82392.57,Tamil Nadu
Cotton,Hybrid,Haryana,Kharif,2008,14.0,13.62,Tons,24869.07,Haryana
Oilseeds,High Yield,Andhra Pradesh,Rabi,2014,15.09,15.38,Tons,24190.03,Andhra Pradesh
Oilseeds,Hybrid,Karnataka,Rabi,2010,12.25,11.75,Tons,22618.64,Karnataka
Cotton,Organic,Rajasthan,Rabi,2009,10.44,11.1,Tons,18662.68,Rajasthan
Maize,Organic,Rajasthan,Zaid,2007,15.33,12.68,Tons,37177.83,Rajasthan
Oilseeds,Organic,Haryana,Zaid,2004,12.53,10.1,Tons,22153.71,Haryana
Cotton,Standard,Haryana,Zaid,2011,11.82,12.22,Tons,25679.07,Haryana
Soybean,High Yield,Maharashtra,Kharif,2004,8.85,9.25,Tons,17251.74,Maharashtra
Maize,Hybrid,Uttar Pradesh,Kharif,2011,30.79,33.01,Tons,67769.29,Uttar Pradesh
Rice,Organic,Punjab,Kharif,2004,48.15,56.96,Tons,93901.59,Punjab
Soybean,Standard,Madhya Pradesh,Kharif,2014,9.65,10.28,Tons,16540.38,Madhya Pradesh
Jute,Standard,Maharashtra,Zaid,2006,14.04,16.37,Tons,31577.66,Maharashtra
Soybean,Organic,Madhya Pradesh,Zaid,2010,7.39,7.8,Tons,15624.03,Madhya Pradesh
Jute,Organic,Maharashtra,Kharif,2008,18.2,19.93,Tons,43259.55,Maharashtra
Rice,Organic,Madhya Pradesh,Rabi,2005,36.6,36.0,Tons,57190.04,Madhya Pradesh
Cotton,Hybrid,Rajasthan,Kharif,2011,8.92,10.13,Tons,21863.17,Rajasthan
Maize,Hybrid,Uttar Pradesh,Zaid,2013,21.84,23.96,Tons,46234.85,Uttar Pradesh
Pulses,Standard,Andhra Pradesh,Zaid,2014,6.26,7.01,Tons,10682.27,Andhra Pradesh
Groundnut,High Yield,Punjab,Kharif,2006,20.47,20.1,Tons,46831.52,Punjab
Jute,Hybrid,Haryana,Rabi,2008,27.79,30.95,Tons,45695.82,Haryana
Wheat,Hybrid,Maharashtra,Zaid,2006,27.53,25.34,Tons,41896.64,Maharashtra
Groundnut,Organic,Haryana,Zaid,2001,15.96,15.38,Tons,24120.88,Haryana
Maize,High Yield,Haryana,Kharif,2013,33.94,37.29,Tons,82890.1,Haryana
Cotton,Hybrid,Gujarat,Zaid,2003,9.89,8.9,Tons,17902.87,Gujarat
Pulses,High Yield,Rajasthan,Zaid,2009,5.84,6.71,Tons,9200.95,Rajasthan
Groundnut,Standard,Tamil Nadu,Kharif,2004,15.06,17.72,Tons,30209.18,Tamil Nadu
Rice,High Yield,Punjab,Kharif,2013,45.41,42.67,Tons,105756.83,Punjab
Oilseeds,Organic,Haryana,Kharif,2010,16.52,18.16,Tons,38968.17,Haryana
Oilseeds,Organic,Haryana,Kharif,2013,15.78,17.01,Tons,26500.97,Haryana
Groundnut,High Yield,Punjab,Zaid,2008,16.62,16.72,Tons,37110.77,Punjab
Maize,High Yield,Haryana,Kharif,2014,30.45,35.09,Tons,67967.25,Haryana
Jute,Organic,Rajasthan,Zaid,2012,12.47,13.0,Tons,25174.15,Rajasthan
Groundnut,Organic,Tamil Nadu,Zaid,2006,11.6,13.73,Tons,19938.72,Tamil Nadu
Pulses,Standard,Madhya Pradesh,Zaid,2001,6.4,6.18,Tons,13949.6,Madhya Pradesh
Jute,Standard,Punjab,Kharif,2002,25.31,26.64,Tons,60005.8,Punjab
Rice,Organic,Karnataka,Kharif,2013,33.93,29.94,Tons,74373.55,Karnataka
Sugarcane,Organic,Rajasthan,Kharif,2003,64.37,71.49,Tons,157806.22,Rajasthan
Rice,Organic,Madhya Pradesh,Zaid,2013,29.32,31.54,Tons,62414.53,Madhya Pradesh
Oilseeds,Hybrid,Haryana,Kharif,2008,16.51,18.78,Tons,38331.99,Haryana
Cotton,Organic,Uttar Pradesh,Rabi,2009,15.61,17.82,Tons,26276.09,Uttar Pradesh
Cotton,High Yield,Karnataka,Rabi,2014,13.68,12.06,Tons,32860.85,Karnataka
Pulses,Organic,Haryana,Rabi,2012,11.14,9.21,Tons,27488.85,Haryana
Oilseeds,Standard,Punjab,Kharif,2002,15.66,13.98,Tons,38987.53,Punjab
Jute,Standard,Uttar Pradesh,Zaid,2003,20.52,22.22,Tons,43265.38,Uttar Pradesh
Soybean,Organic,Gujarat,Zaid,2010,9.35,8.3,Tons,14104.92,Gujarat
Rice,Standard,Madhya Pradesh,Zaid,2012,31.16,25.75,Tons,63822.75,Madhya Pradesh
Pulses,High Yield,Madhya Pradesh,Rabi,2010,7.97,8.54,Tons,14746.25,Madhya Pradesh
Soybean,Organic,Punjab,Zaid,2005,10.78,9.35,Tons,24162.25,Punjab
Oilseeds,High Yield,Haryana,Kharif,2010,13.91,13.54,Tons,29290.57,Haryana
Jute,High Yield,Gujarat,Rabi,2005,25.16,24.9,Tons,41678.88,Gujarat
Maize,Hybrid,Andhra Pradesh,Zaid,2009,20.6,23.64,Tons,48643.94,Andhra Pradesh
Jute,Standard,Punjab,Rabi,2002,27.59,29.36,Tons,64069.56,Punjab
Rice,Standard,Haryana,Kharif,2003,53.72,54.34,Tons,92675.27,Haryana
Sugarcane,Organic,Rajasthan,Rabi,2013,67.32,71.68,Tons,118797.49,Rajasthan
Soybean,Hybrid,Tamil Nadu,Zaid,2006,7.36,6.98,Tons,16190.27,Tamil Nadu
Pulses,Standard,Punjab,Kharif,2006,10.14,11.45,Tons,24208.4,Punjab
Pulses,Hybrid,Maharashtra,Rabi,2009,8.01,8.77,Tons,16135.39,Maharashtra
Groundnut,Standard,Andhra Pradesh,Kharif,2006,16.55,17.06,Tons,28949.45,Andhra Pradesh
Maize,Organic,Gujarat,Zaid,2013,23.99,19.25,Tons,52158.07,Gujarat
Cotton,Organic,Punjab,Zaid,2004,11.96,12.27,Tons,27307.66,Punjab
Sugarcane,Organic,Uttar Pradesh,Rabi,2006,99.73,110.19,Tons,211796.39,Uttar Pradesh
Groundnut,Hybrid,Rajasthan,Zaid,2003,9.94,9.5,Tons,18907.94,Rajasthan
Soybean,Standard,Uttar Pradesh,Zaid,2002,8.56,8.8,Tons,17792.16,Uttar Pradesh
Groundnut,Standard,Andhra Pradesh,Zaid,2014,11.43,10.11,Tons,23178.1,Andhra Pradesh
Cotton,Standard,Karnataka,Rabi,2004,13.69,14.2,Tons,30314.1,Karnataka
Wheat,Hybrid,Tamil Nadu,Rabi,2002,45.78,45.79,Tons,76334.31,Tamil Nadu
Oilseeds,Standard,Madhya Pradesh,Kharif,2006,10.98,12.34,Tons,24674.46,Madhya Pradesh
Rice,Standard,Andhra Pradesh,Rabi,2006,46.21,40.11,Tons,108020.11,Andhra Pradesh
Soybean,Organic,Maharashtra,Kharif,2007,10.6,11.88,Tons,24781.91,Maharashtra
Maize,High Yield,Uttar Pradesh,Rabi,2014,29.57,26.93,Tons,61290.19,Uttar Pradesh
Soybean,Hybrid,Haryana,Rabi,2011,12.08,13.06,Tons,25294.42,Haryana
Pulses,Hybrid,Rajasthan,Rabi,2001,7.74,8.33,Tons,13518.02,Rajasthan
Groundnut,Organic,Andhra Pradesh,Zaid,2005,11.23,13.47,Tons,25862.04,Andhra Pradesh
Soybean,Organic,Karnataka,Rabi,2001,10.77,12.67,Tons,22827.96,Karnataka
